어휘,품사,뜻풀이
요도곁관,명사,요도샘의 분비관. 여성의 경우 요도샘의 점액 분비물을 질 어귀로 운반하는 관을 이르며l 남성의 경우 요도샘의 배출관으로서 바깥 요도 구멍 근처로 열리는 관을 이른다.
요도곁샘염,명사,요도곁샘에 생기는 염증.
요도곁주머니,품사 없음,주머니 모양으로 제 위치에서 빠져나간 요도 주머니. 선천적 결함 또는 일반적으로 만성적인 투과성 염증으로 발생된다.
요도곁주머니절제,품사 없음,요도의 곁주머니를 제거하는 일.
요도계,명사,요도 속 공간의 지름을 측정하는 기구.
요도고랑,품사 없음,배아의 음경 배쪽에서l 비뇨 생식 주름 사이에 형성된 고랑. 이 주름이 융합되어 요도의 음경 부분을 형성한다.
요도고정술,품사 없음,여성의 긴장성 요실금을 교정하기 위해 상부의 요도를 두덩뼈 결합과 복직근 막에 고정하는 수술.
요도괄약근,품사 없음,요도를 조이는 근육. 남성은 바깥과 속으로 구분되나l 여성에게는 속의 것이 없다. 바깥 요도 조임근은 가로무늬근으로 이루어져 있고 소변의 배출을 조절한다. 남성의 속 요도 조임근은 민무늬근이며 정액의 역류를 방지한다.
요도구,명사,요도의 말단에 위치한l 오줌이 배출되는 구멍.
요도구경검사,품사 없음,내시경으로 요도구나 요관구를 관찰하는 검사.
요도구동맥,품사 없음,음경 망울과 요도에 분포하는 속 음부 동맥의 가지.
요도구멍,품사 없음,요도의 말단에 위치한l 오줌이 배출되는 구멍.
요도구멍전진귀두성형술,품사 없음,귀두에 바깥 요도 구멍이 있고 삭대가 없는 경우에 귀두를 재건하는 수술.
요도구보개검사,품사 없음,내시경으로 요도구나 요관구를 관찰하는 검사.
요도구샘,명사,남성의 요도 조임근속에 묻혀 있으며 점액을 분비하는 두 샘 가운데 하나. 그 분비관은 음경 망울을 지나 요도로 열린다.
요도구선,명사,요도구의 뒤쪽에 위치하며 요도구에 접해 있는 완두콩 크기만 한 한 쌍의 분비선.
요도구선관,품사 없음,요도구선으로부터 요생식격막을 관통하여 음경의 요도구 부위에 이르는 관.
요도구성형술,품사 없음,요도 입구를 재건하는 수술. 요도 입구가 막혀 있을 때 이를 넓히는 수술이 대표적이다.
요도구절개,품사 없음,요도구를 확대하기 위해 요도구를 째어서 벌리는 일.
요도구절개술,품사 없음,요도구를 확대하기 위해 요도구를 째어서 벌리는 수술 방법.
요도구정맥,품사 없음,음경 망울에서 혈액을 운반하는 속 음부 정맥의 가지.
요도꿰맴술,품사 없음,요관을 꿰매는 외과 수술.
요도내압곡선,품사 없음,요도 내의 오줌 흐름의 저항 부위를 알아내기 위하여 수행하는 측정법. 방광 안에서부터 관을 넣어 요도로 천천히 빼어 내며 일정한 부위의 압력을 매 순간 측정한다.
요도능선둔덕,품사 없음,전립샘 분비샘의 안쪽에 위치한 공간.
요도도관,품사 없음,요도에 삽입하는 도관.
요도동맥,품사 없음,샅 동맥에서 일어나 요도에 분포하는 동맥.
요도둔덕,품사 없음,요도가 전립샘 속으로 지나가는 부분에서 뒷벽에 무덤처럼 솟은 부분. 이곳으로 사정관이 열린다.
요도둔덕염,품사 없음,요도 둔덕에 생기는 염증.
요도루,명사,요도로부터의 비정상적 분비.
요도류,명사,여성의 요도가 바른 위치에서 벗어나는 증상.
요도망울샘,품사 없음,요도가 음경을 지나가는 부분으로 점액을 분비하는 샘. 음경 망울 바로 위쪽에 있는데 크기는 작은 콩알만 하다. 여성의 큰질어귀샘과 발생 기원이 같다.
요도밑열림증,품사 없음,요도의 불완전 발육에 의하여 요도의 밑부분이 열려 있는 선천 기형. 보통 6개월마다 관찰하여 성기가 수술 받을 수 있을 만큼 자라는 1~2세에 수술 여부를 결정한다.
요도밑열림증복원술,품사 없음,요도밑 열림증의 경우l 요도를 정상적인 형태로 복원하는 수술. 첫째 단계로 삭대 제거를 하고l 6개월 뒤 둘째 단계로 피부 이식술을 시행하거나 국소 피판으로 요도를 만들어 준다.
요도방광고정,품사 없음,복압 요실금이 있는 환자를 치료하기 위해 요도 및 방광을 고정하는 일.
요도방정,명사,‘오두방정’의 방언
요도배오목,품사 없음,음경 귀두 부분에 요도의 끝이 커져 있는 부분.
요도보개,명사,요도의 내부를 검사하는 기구. 거울이 달려 있어 직접 검사할 수 있다.
요도보개검사,품사 없음,요도보개를 사용하여 요도 내부를 관찰하는 검사.
요도봉합술,품사 없음,요도를 봉합하는 수술.
요도상열,명사,요도의 구멍이 정상 위치보다 위에서 열리는 질병. 선천적 기형으로 남자에게만 있으며 성교 장애l 요실금 따위가 합병된다.
요도상열증,명사,요도의 구멍이 정상 위치보다 위에서 열리는 질병. 선천적 기형으로 남자에게만 있으며 성교 장애l 요실금 따위가 합병된다.
요도샅,품사 없음,요도와 샅을 아울러 이르는 말.
요도샘,명사,요도의 벽에서 점액을 분비하는 많은 샘.
요도샛길,품사 없음,요도가 다른 부위와 비정상적으로 연결되어 있는 상태의 샛길.
요도선,명사,요도의 벽에서 점액을 분비하는 많은 선.
요도성,명사,태양에서 둘째로 가까운 행성. 지구에 가장 가까이 있는 천체로서 수성(水星)과 지구 사이에 있으며l 크기는 지구와 비슷하다. 저녁의 서쪽 하늘이나 새벽의 동쪽 하늘에서 볼 수 있다.
요도성형술,품사 없음,요도를 재건하는 수술.
요도암,명사,요도에 발생한 암종. 대개 요로 상피 세포 암종이다.
요도압,명사,요도벽에 의하여 안쪽 방향으로 가해지는 압력. 오줌이 자연적으로 흘러내리지 못하도록 한다.
요도압축근,품사 없음,궁둥 두덩 가지에서 일어나 여성의 요도를 둘러싸는 근육 다발.
요도열,명사,요도에 카테터를 삽입한 후l 또는 요도로 요석이나 결석ㆍ핏덩어리가 통과한 후에 일시적으로 일어나는 가벼운 발열.
요도염,명사,임균l 포도상 구균l 대장균 따위의 감염으로 요도에 생기는 염증. 요도에 가려움증과 통증을 느끼며 심하면 요도에서 고름이나 점액이 나온다.
요도오목,품사 없음,요도 안 해면체 부분의 점막에 길고 오목하게 파여 있는 부분. 이곳으로 요도샘이 열린다. 요도샘에서 분비되는 점액은 점막을 보호하는 역할을 한다.
요도위열림증,품사 없음,요도의 구멍이 정상 위치보다 위에서 열리는 질병. 선천적 기형으로 남자에게만 있으며 성교 장애l 요실금 따위가 합병된다.
요도음낭누공,품사 없음,요도와 음낭 사이의 누공.
요도음낭샛길,품사 없음,요도와 음낭 사이의 샛길.
요도음순,품사 없음,여성의 바깥 요도 구멍의 양쪽 가쪽에 있는 가장자리 중의 한쪽.
요도이탈,품사 없음,여성 요도가 질로 빠져나오는 현상.
요도전립샘부분,품사 없음,남성 요도에서 전립샘 속으로 지나가는 부분. 약 2.5cm이고l 이곳으로 전립샘관과 사정관이 열린다.
요도전립선부,품사 없음,‘요도 전립샘 부분’의 전 용어.
요도절개도,품사 없음,요도 협착을 치료하기 위해 요도를 절개할 때 사용하는 기구.
요도절개술,품사 없음,요도 협착을 치료하기 위한 절개 수술.
요도절제,품사 없음,수술을 통해 요도를 절제하는 일.
요도절제술,품사 없음,요도를 외과적으로 절제하는 수술.
요도조루술,품사 없음,회음의 요도 막을 자르고 고정하여 요도로 연결되는 샛길 구멍을 영구적으로 만드는 수술.
요도조영사진,품사 없음,조영제를 주사한 뒤 요도를 촬영한 방사선 사진.
요도조영술,품사 없음,조영제를 투여한 후에 요도를 촬영하는 방법.
요도조임근,품사 없음,요도를 조이는 근육. 남성은 바깥과 속으로 구분되나l 여성에게는 속의 것이 없다. 바깥 요도 조임근은 가로무늬근으로 이루어져 있고 소변의 배출을 조절한다. 남성의 속 요도 조임근은 민무늬근이며 정액의 역류를 방지한다.
요도좌약,품사 없음,요도에 끼워 넣는 좌약.
요도주상와,품사 없음,음경 귀두 부분에 요도의 끝이 커져 있는 부분.
요도주위고름집,품사 없음,요도 주위에 형성된 고름집.
요도주위샘,품사 없음,여성 요도의 벽에 있는 점액샘.
요도주위염,품사 없음,임질 따위로 인하여 요도의 안팎에 붙어 있는 관에 생기는 염증. 치료하기가 힘들고 요도염 재발의 원인이 된다.
요도주입,품사 없음,요도에 약물을 부어 넣는 일.
요도증후군,품사 없음,특별한 감염이나 막힘 또는 기능 이상이 없는데도 소변을 자주 보고 참지 못하며 배뇨 곤란이 있는 상태. 확실한 원인을 모른다. 두덩 위 통증l 배뇨 시 머뭇거림 및 허리 통증도 일어난다. 대개 여자에게서 나타난다.
요도직장,품사 없음,요도와 직장에 관계되는 것.
요도질샛길,품사 없음,요도와 질 사이의 샛길.
요도질조임근,품사 없음,요도 압축근에서 질어귀 망울로 뻗은 근육 다발. 요도와 질을 둘러싸며 의지대로 수축할 수 있다.
요도창냄술,품사 없음,회음의 요도 막을 자르고 고정하여 요도로 연결되는 샛길 구멍을 영구적으로 만드는 수술.
요도출혈,품사 없음,요도 내에서 혈액이 나타나는 상태.
요도측관염,명사,‘요도 주위염’의 전 용어.
요도카테터,품사 없음,요도에 삽입하는 카테터.
요도칼,명사,요도 협착을 치료하기 위해 요도를 절개할 때 사용하는 기구.
요도탈출,품사 없음,여성의 요도가 요도구에서 탈출되는 증상.
요도탈출증,품사 없음,여성의 요도가 요도구에서 탈출되는 증상.
요도펜프로핕,명사,제삼형 히스타민 수용체에 선택적으로 길항하는 항히스타민제. 진정 작용을 나타낸다. ⇒규범 표기는 미확정이다.
요도폐쇄,품사 없음,요도가 결석이나 기타 요인에 의해 막히게 되는 질환.
요도피부누공,품사 없음,요도와 피부 사이에 비정상적으로 길이 나 있는 상태.
요도하열,명사,요도의 구멍이 정상 위치보다 아래에서 열리는 발육 기형. 대부분 남자에게서 나타나며 구멍이 음경 아래쪽 또는 회음부에 열린다. 음경 굽음과 관련이 있을 수도 있다. 여자에게도 비슷한 결함이 생기며l 이 경우 요도가 질로 열리게 된다.
요도하열증,명사,요도의 구멍이 정상 위치보다 아래에서 열리는 발육 기형. 대부분 남자에게서 나타나며 구멍이 음경 아래쪽 또는 회음부에 열린다. 음경 굽음과 관련이 있을 수도 있다. 여자에게도 비슷한 결함이 생기며l 이 경우 요도가 질로 열리게 된다.
요도해면체,품사 없음,음경에서l 두 개의 음경 해면체 사이에 있는 발기 조직 덩어리. 뒤쪽 끝부분은 팽대되어 음경 망울을 이루고 앞쪽은 음경 귀두를 이루며 그 속으로 요도가 지나간다.
요도해면체굴,품사 없음,남성의 발기 조직인 요도 해면체에 혈액이 차 있는 혈관의 공간.
요도해면체동,품사 없음,남성의 발기 조직인 요도 해면체에 혈액이 차 있는 혈관의 공간.
요도해면체백막,품사 없음,음경의 요도 해면체를 둘러싼l 두꺼운 섬유 조직 층.
요도해면체백색막,품사 없음,음경의 요도 해면체를 둘러싼l 두꺼운 섬유 조직 층.
요도해면체부분,품사 없음,남성의 요도에서 음경의 요도 해면체로 둘러싸인 부분. 남성의 요도는 전립샘을 관통하는 전립샘 부분l 근육층을 관통하는 근육층 부분l 음경의 요도 해면체를 관통하는 해면체 부분으로 나눌 수 있다.
