어휘,품사,뜻풀이
드라이브번호,품사 없음,컴퓨터 시스템에 설치되어 있는 장치를 구분하기 위하여l 각각의 장치에 부여되어 있는 고유의 식별 번호.
드라이브베이,품사 없음,저장 장치가 컴퓨터에 물리적으로 설치될 수 있도록 규정 크기로 만든 공간. ⇒규범 표기는 미확정이다.
드라이브사양,품사 없음,도스에서 시스템에 설치되어 있는 디스크 장치를 판별하기 위하여 각각의 디스크 장치에 에이(A)에서 제트(Z)까지 이름을 붙이는 방법.
드라이브샷,품사 없음,골프 따위에서l 공을 깎아서 세게 치는 샷.
드라이브서브,품사 없음,배구에서l 공이 아래를 향해 회전하여 바닥으로 뚝 떨어지게 넣는 서브 기술.
드라이브슈,품사 없음,드라이브 파이프를 때려 박을 때 쉽게 작업할 수 있도록 파이프 앞쪽에 붙이는 날. ⇒규범 표기는 미확정이다.
드라이브스루,명사,자동차에 탄 채로 쇼핑할 수 있는 상점. 주차장의 티켓 판매소l 책방l 레스토랑l 금융 기관 따위가 있다.
드라이브스루랙,품사 없음,팰릿에 쌓아 올린 물품을 보관하는 데 사용하거나 지게차로 물품을 실어 나르고 그대로 빠져나갈 수 있는 랙.
드라이브앤드점퍼,품사 없음,농구에서l 돌파를 하다가 스텝을 밟고 점프 슛을 시도하는 일.
드라이브앤드킥아웃플레이,품사 없음,농구에서l 드리블을 하며 돌파하다가 골밑에 수비수들이 몰리면 3점 라인 밖에서 슛 기회가 생긴 동료 선수에게 패스하는 일.
드라이브앤점퍼,품사 없음,농구에서l 돌파를 하다가 스텝을 밟고 점프 슛을 시도하는 일. ⇒규범 표기는 ‘드라이브 앤드 점퍼’이다.
드라이브앤킥아웃플레이,품사 없음,농구에서l 드리블을 하며 돌파하다가 골밑에 수비수들이 몰리면 3점 라인 밖에서 슛 기회가 생긴 동료 선수에게 패스하는 일. ⇒규범 표기는 ‘드라이브 앤드 킥아웃 플레이’이다.
드라이브온드라이브오프방식,품사 없음,화물과 자동차가 통째로 선박에 선적되는 방식.
드라이브이름,품사 없음,컴퓨터 시스템에 설치되어 있는 장치를 구분하기 위하여l 각 장치에 부여한 고유의 식별 이름.
드라이브이트,품사 없음,단단하게 굳은 콘크리트에 볼트나 특수 못 따위를 박아 넣을 때 쓰는 커다란 권총 모양의 공구. 내부에 화약을 충전하여 그 폭발력을 이용한다. ⇒규범 표기는 미확정이다.
드라이브인,품사 없음,야외에서 자동차를 탄 채로 영화를 볼 수 있는 극장.
드라이브인극장,품사 없음,야외에서 자동차를 탄 채로 영화를 볼 수 있는 극장.
드라이브인랙,품사 없음,중심부의 기둥을 없애고 안을 깊게 만들어 지게차가 직접 짐을 싣고 출입할 수 있도록 만든l 짐을 보관할 수 있는 선반 시설.
드라이브인레스토랑,품사 없음,고속 도로의 서비스 지역이나 관광지의 주요 도로를 따라 설치된l 차로 이동하는 사람을 위한 레스토랑.
드라이브인뱅크,품사 없음,자동차를 탄 채로 예금의 입금과 출금l 송금과 공과금 수납 업무 따위의 은행 업무를 처리할 수 있도록 한 금융 서비스.
드라이브자리,품사 없음,저장 장치가 컴퓨터에 물리적으로 설치될 수 있도록 규정 크기로 만든 공간.
드라이브접속,품사 없음,서로 맞물려 있는 부품을 접속할 때l 구멍 속에 들어갈 부분이 구멍보다 크기 때문에 그 부분을 갈아 내거나 힘으로 연결하여 접속하는 일.
드라이브족,명사,기분 전환을 위하여 자동차를 타고 다니는 일을 즐기는 사람. 또는 그런 무리.
드라이브 코스,품사 없음,경치를 감상하기 위해 자동차를 타고 다니는 경로.
드라이브파이프,품사 없음,시추 작업을 할 때 시추공 벽 위쪽이 무너지는 것을 막기 위하여 콘크리트 혼합물이나 그 밖의 재료를 다져 넣는l 길이 1~1.5미터 정도의 강관.
드라이브파이프날,품사 없음,드라이브 파이프를 때려 박을 때 쉽게 작업할 수 있도록 파이프 앞쪽에 붙이는 날.
드라이브페이크,품사 없음,농구에서l 돌파를 하는 척하며 상대편을 속이는 동작.
드라이브핀,품사 없음,디스크가 회전판 위에서 미끄러지는 것을 막기 위해 사용하는 핀.
드라이브핀구멍,품사 없음,회전판의 드라이브 핀과 서로 맞물리게 되어 있는l 디스크에 나 있는 구멍.
드라이브하다,동사,기분 전환을 위하여 자동차를 타고 다니다.
드라이브해로우,품사 없음,주로 승용 트랙터에 장착하여 사용하는 써레질 전용의 경운 기계. ⇒규범 표기는 ‘드라이브 해로’이다.
드라이브헤드,품사 없음,드라이브 파이프를 무거운 추로 때려 박거나 시추를 하는 도중에 가장 위에 있는 드라이브 파이프의 나사 머리가 부서지지 않도록 붙이는 철물.
드라이브헤드철물,품사 없음,드라이브 파이프를 무거운 추로 때려 박거나 시추를 하는 도중에 가장 위에 있는 드라이브 파이프의 나사 머리가 부서지지 않도록 붙이는 철물.
드라이블렌드,품사 없음,용매를 첨가하지 않고 만든 자유 유동 혼합물. ⇒규범 표기는 미확정이다.
드라이빙글러브,품사 없음,운전대를 잘 잡을 수 있도록l 손바닥 부분을 가죽으로 만든 편물 장갑. ⇒규범 표기는 미확정이다.
드라이빙레인지,품사 없음,골프에서l 연습장이나 타석을 이르는 말.
드라이빙색,품사 없음,1860년대에 유행한l 헐렁한 망토식의 긴 겉옷. 뒷중심선에 재단선이 없는 형태이다. ⇒규범 표기는 미확정이다.
드라이빙케이프,품사 없음,1860년대에 유행한l 헐렁한 망토식의 긴 겉옷. 뒷중심선에 재단선이 없는 형태이다. ⇒규범 표기는 미확정이다.
드라이빙코트,품사 없음,19세기에 서양에서 착용하던l 두껍고 따뜻한 겉옷 위에 겹쳐 입는 옷. 한 층 또는 여러 층의 어깨 케이프가 달린 모양으로l 마부들이나 마차 운전석에 앉아 여행하는 사람들이 주로 입었다. ⇒규범 표기는 미확정이다.
드라이빙페이스,품사 없음,프로펠러의 날개가 회전할 때 물을 밀어내는 면.
드라이사석,품사 없음,줄눈에 모르타르를 사용하지 않고l 비탈과 경사를 보존하기 위하여 사석을 비탈면에 놓는 일.
드라이 샴푸,품사 없음,두피와 모발을 물에 적시지 않고 파우더 형태의 스프레이를 머리에 뿌려 머리를 감은 듯한 효과를 주는 샴푸.
드라이솔티드하이드,품사 없음,소금에 절여 말린 가죽. 생피에 소금을 뿌려 침투시킨 가죽으로l 오랜 기간 보관이 가능하다. ⇒규범 표기는 미확정이다.
드라이수트,품사 없음,스킨 스쿠버 다이빙을 할 때 입는 네오프렌 소재의 잠수복. 방수l 피부 보호l 체온 유지의 효과가 뛰어나지만 고무가 찢어지면 물이 들어와 효과가 떨어질 수 있다. ⇒규범 표기는 ‘드라이 슈트’이다.
드라이슈트,품사 없음,스킨 스쿠버 다이빙을 할 때 입는 네오프렌 소재의 잠수복. 방수l 피부 보호l 체온 유지의 효과가 뛰어나지만 고무가 찢어지면 물이 들어와 효과가 떨어질 수 있다.
드라이스타이라,명사,오스트리아 민속춤의 하나. 4분의3 박자 곡에 맞추어 남자가 가운데에 서고 양옆에 여자 파트너가 서서 춘다. 1989년에 처음으로 우리나라에 소개되었다. ⇒규범 표기는 미확정이다.
드라이스톤,명사,벤치마크 프로그램의 하나. 컴퓨터의 수행 속도를 비교하기 위하여 사용된다.
드라이스폿,품사 없음,강화 플라스틱의 결함으로l 보강재에 수지가 침윤되지 않아서 생긴 표면의 불완전한 부분.
드라이시럽제,품사 없음,물을 가하여 시럽제로 만들어 복용하는 가루 형태의 약. 주로 물에 불안정한 약을 시럽제로 투여하기 위해 만든 것이다.
드라이시스템,품사 없음,사용할 때에만 물이 통하여 흐르는 배관 방식. 스프링클러 배관 따위에 쓰인다.
드라이아웃,품사 없음,권투에서l 수분을 섭취하지 않고 사우나 따위로 땀을 흘림으로써 선수의 체중을 줄이는 방법.
드라이아이스,명사,순도가 높은 이산화 탄소를 압축ㆍ냉각하여 만든 흰색의 고체. 공기 중에서 승화하여 기체가 되며l 에탄올 따위의 유기 액체와 섞으면 영하 80℃의 저온을 얻을 수 있어 식료품 따위를 냉각하는 데 쓴다.
드라이아이스머신,품사 없음,드라이아이스를 물에 담글 때 만들어지는 연기를 굵은 호스를 통해 무대로 내보내 무대 위에 연무 효과를 주는 장비.
드라이아이템,품사 없음,드라이 갤리(dry galley)에 보관하는 품목.
드라이어,명사,젖은 머리를 말리는 기구. 찬 바람이나 더운 바람이 나오며 머리 모양을 내는 데도 쓴다.
드라이어기,명사,머리를 말리는 기구. 찬 바람이나 더운 바람이 나오며 머리 모양을 내는 데도 쓴다.
드라이에어드라이어,품사 없음,건조한 공기를 순환시켜l 그 공기를 이용해 머리를 말리는 기계.
드라이에어리어,품사 없음,채광ㆍ환기ㆍ방습 따위를 위하여 지하의 외벽을 따라 판l 물이 없이 마른 도랑.
드라이 에이징,품사 없음,육류를 온도l 습도 따위가 일정하게 유지되는 곳에 매달아 두고l 공기 중에 건조해 숙성시키는 일.
드라이워시,품사 없음,물기가 있도록 스프레이를 뿌린 항공기 외부를 건조한 상태의 천으로 청소하는 방법. 이물질이나 먼지 따위를 제거한다. ⇒규범 표기는 미확정이다.
드라이이스트,품사 없음,말린 이스트. 흔히 빵을 부풀리기 위하여 쓴다.
드라이이음,품사 없음,공장에서 만든 프리캐스트 철근 콘크리트 부재(部材)를 접합할 때l 현장 치기의 모르타르나 콘크리트를 이용하지 않고 볼트 체결이나 용접으로 일체화시키는 방법.
드라이저,명사,시어도어 드라이저l 미국의 소설가(1871~1945). 산업 사회를 사는 사람들의 모습을 그려 낸 미국의 대표적인 자연주의 작가로l 작품에 <황혼>l <아메리카의 비극>l <거인> 따위가 있다.
드라이진,명사,단맛이 없고 쌉쌀한 맛이 나는 진(gin).
드라이차터,품사 없음,항공사로부터 조종사와 객실 승무원을 제외하고 항공기만 전세 내는 일.
드라이카고,품사 없음,액체 화물이나 냉동 화물을 제외한 기계류l 잡화 등의 화물. ⇒규범 표기는 미확정이다.
드라이카고컨테이너,품사 없음,일반 잡화용 화물을 싣는 가장 일반적인 컨테이너. 주로 철 또는 알루미늄 합금의 재질로 제작된다. ⇒규범 표기는 미확정이다.
드라이커팅,품사 없음,머리카락에 물을 뿌리지 않고l 마른 상태에서 자르는 일. 또는 그런 방법.
드라이케미스트리,품사 없음,리트머스지 따위와 같이 시약을 스며들게 하여 건조한 것을 이용하는 화학 분석. 시약의 조제가 불필요하고 조작이 간단하며l 시험실 밖에서도 분석이 가능하다는 특징이 있다. 임상 검사l 건강 검진 따위에 이용된다. ⇒규범 표기는 미확정이다.
드라이코퍼,품사 없음,전화에서 조정이나 로딩 코일이 없으며l 그 외 어떤 방법으로든 처리되지 않은 선. 가입자용 동선 케이블을 전송 매체 그대로 사용자에게 대여해 주는 임대 형태의 선로이다. 대여자나 대여업체는 케이블을 통신에 자유롭게 이용할 수 있다. 다만l 높은 주파수나 고속 통신을 이용하면 동일 케이블 내 인접 회선에 간섭 따위의 방해를 주게 되므로 전송 조건은 엄격하게 규정되어 있다.
드라이큐어링,품사 없음,돼지를 도살하여 피 빼기를 한 뒤에 소금l 질산 소듐l 설탕l 향료 따위의 마른 재료를 고기 표면에 문질러 바르거나l 잘게 다진 고기와 충분히 섞은 뒤 절이는 방법. 햄l 베이컨l 소시지 따위에 쓰는 방법으로 소금물에 절이는 방법에 상대하여 이르는 말이다. ⇒규범 표기는 미확정이다.
드라이크로킹,품사 없음,염색이나 도장 후l 마른 천과 마찰될 때 염료가 묻어나거나 번지는 현상. ⇒규범 표기는 미확정이다.
드라이클리닝,명사,물 대신 화학 약품으로 옷의 때를 빼는 세탁 방법.
드라이클리닝견뢰도,품사 없음,염색물의 빛깔이l 화학 약품을 사용하는 세탁에 견디는 정도.
드라이클리닝견뢰도시험,품사 없음,드라이클리닝 용제에 대해l 변색ㆍ퇴색되는 정도를 측정하는 시험.
드라이클리닝치수변화율,품사 없음,드라이클리닝에 의해 천의 크기가 달라지는 정도.
드라이클리닝치수변화율시험,품사 없음,드라이클리닝을 한 후에l 천의 크기가 달라지는 정도를 측정하는 시험.
