어휘,품사,뜻풀이
비정상껍질효과,품사 없음,극저온의 도체에 높은 진동수를 가지는 전자기파를 쏘았을 때l 그 침투 깊이가 전자의 평균 자유 행로보다 짧아지는 현상. 고전적인 껍질 깊이에 관한 이론으로는 예측할 수 없는 현상이다.
비정상등류,품사 없음,유량l 유속l 수심l 압력 따위와 같이 흐름과 관련한 물리량이 시간에 대하여 가변적이지만 거리에 대하여 비가변적인 흐름.
비정상류,명사,속도l 압력l 방향 따위가 일정하지 아니하고 자주 변하는 흐름.
비정상마모,품사 없음,장비 및 물자를 부주의하게 사용하거나 사용 방법l 규정을 준수하지 않아 장비 수명이 단축되거나 장비를 수리하고 복구하는 데 경제적인 낭비를 초래하는 것. 비정상 마모품 발생 시는 손 망실 처리 규정에 따라 변상한다.
비정상만기거래,품사 없음,선물환 거래에서 1l 3l 6l 9l 12개월 따위의 표준화된 만기가 아닌 비정상적인 만기를 가지는 거래.
비정상복굴절,품사 없음,단굴절성 물질에서 나타나는 가짜 복굴절 현상. 단굴절성 물질의 변형으로 인한 불규칙성 때문에 발생한다.
비정상부등류,품사 없음,시간과 거리의 흐름에 관련된 물리량이 모두 변화하는 흐름. 자연 상태의 흐름 대부분이 이에 속한다.
비정상분산,품사 없음,물질을 비추는 빛의 파장이 그 물질이 가진 흡수 스펙트럼의 파장에 가까워지면서 굴절률이 변하는 현상. 물질을 비추는 빛과 전자가 흡수하는 파장이 비슷하기 때문에 공명 현상을 일으키면서 나타난다.
비정상상태,품사 없음,물리적 계를 나타내는 변수가 시간에 따라 변화하는 상태.
비정상성,명사,정상이 아닌 범주에 속하는 성질.
비정상수익,품사 없음,균형 상태에서 실현될 것으로 기대되는l 정상 수익을 초과하는 예상하지 못한 수익.
비정상수익률,품사 없음,증권 시장 전체의 변화로 예측할 수 있는 수익률을 초과하는l 예상치 못한 주식 수익률. 실제 수익률과 균형 상태에서 기대되는 정상 수익률과의 차이를 뜻한다.
비정상시장,품사 없음,특정 상품의 선물 계약에서 가까운 결제 월의 선물 가격이 먼 결제 월의 선물 가격보다 높은 시장. 일시적인 공급 부족이 예상될 때 발생한다.
비정상액체,품사 없음,분자의 회합 또는 해리 따위가 있는 액체. 아세트산l 물 따위가 있다.
비정상열전도,품사 없음,온도 마당이 시간에 따라 바뀔 때의 열전도. 여기에서 물체에 전달된 열량은 시간에 따라 변한다.
비정상운영조건,품사 없음,이미 설계하거나 계획한 정상 운영과 작업 조건에서 의도적으로 이탈한 상태에서 운영하거나 작업하는 조건. 업무 중 정상 조건을 벗어난 상태이거나 비교적 작은 사고가 발생한 경우의 조건을 말한다.
비정상유도잡음,품사 없음,주로 교류 전철의 급전선급전선에서 오는 전자 유도에 의한 잡음. 전동차가 통과할 때 근접 통신 선로에 잡음을 유도한다. 통신선이 전철 선로에 가까이 있어 전동차가 통과할 때 발생하므로 전화 회선망상의 공간적ㆍ시간적 측면에서 볼 때 정상적인 것이 아니라고 간주된다.
비정상이층,품사 없음,이(E) 영역 내의 100km 내지 120km 부근에 주야를 불문하고 돌발적l 국지적으로 발생하는 전리층의 일종.
비정상인,명사,정신이나 신체의 상태가 정상이 아닌 사람.
비정상장애,품사 없음,통신망에 중대한 영향을 미치지만l 발생할 확률이 희박한 장애.
비정상적,관·명,정상적이 아닌. 또는 그런 것.
비정상적열,품사 없음,정상적인 사용 상태에서 발생하여 화재의 원인이 될 만큼 높아지는 열.
비정상전압,품사 없음,전기 회로에 발생하는l 정격 전압보다 높은 전압. 차단기를 여닫을 때에 생기는 내부 이상 전압과 벼락이 칠 때에 생기는 외부 이상 전압으로 나뉜다.
비정상전파,품사 없음,비정상적으로 전송되는 빛이나 전파.
비정상제만효과,품사 없음,강력한 자기장 안에 광원을 두고 그로부터 나오는 빛의 스펙트럼을 조사할 때l 관측되는 스펙트럼선이 여러 개로 갈라지는 현상. 전자의 스핀 때문에 나타난다. ⇒규범 표기는 ‘비정상 제이만 효과’이다.
비정상조직석회화,품사 없음,유리질화된 흉터나 평활근종의 변성 부위와 같이 괴사되거나 변성된 조직에 생긴 석회화.
비정상종료,품사 없음,하드웨어가 오류 조건을 발견하여l 이미 시작된 프로그램이 정상적으로 완료될 수 없을 때 일이나 처리가 끝나는 상황을 이르는 말.
비정상종료복구프로그램,품사 없음,시스템이 비정상으로 종료되었을 때l 시스템이 정상으로 작동을 재개하도록 복구하는 프로그램.
비정상통로전파,품사 없음,단파대단파대에서 전리층의 불규칙성 또는 대지에 의한 측방향 산란 때문에 생기는 것으로l 전파가 정상적인 통로에서 벗어나 전파되는 현상.
비정상파,명사,전리층에 진입된 전파의 자계 방향이나 전파 방향으로 지구 자계가 작용함으로 인해 전자가 좌우로 회전력을 받아 지구상으로 돌아와서 오른쪽으로 회전하는 성분파.
비정상퍼짐,품사 없음,퍼져 나간 정도가 경과 시간에 비례하지 않는 퍼짐 과정.
비정상표피효과,품사 없음,극저온의 도체에 높은 진동수를 가지는 전자기파를 쏘았을 때l 그 침투 깊이가 전자의 평균 자유 행로보다 짧아지는 현상. 고전적인 껍질 깊이에 관한 이론으로는 예측할 수 없는 현상이다.
비정상화,명사,비정상적인 상태로 됨. 또는 그 상태가 되게 함.
비정상화되다,동사,비정상적인 상태로 되다.
비정상화하다,동사,비정상적인 상태로 되다. 또는 그 상태가 되게 하다.
비정상확산,품사 없음,퍼져 나간 정도가 경과 시간에 비례하지 않는 퍼짐 과정.
비정상흐름,품사 없음,시간과 함께 변화하는 흐름. 액체나 기체의 흐름이 시간에 따라 변화하는 흐름의 상태를 이른다.
비정시계전기,품사 없음,시간이 특정 정확도에 제한받지 않는 전기 계전기.
비정신적,관·명,정신에 관계되지 않는. 또는 그런 것.
비정의,명사,정의가 아닌 것.
비정의성,명사,베버가 지적한 근대적 관료제 특성의 하나. 조직의 구성원이 개인적인 특성에 관계없이 공평하게 취급되는 것을 말한다.
비정의적규범,품사 없음,공무원의 업무 수행 과정에서 개인적인 요소를 배제하도록 설정된 규범.
비정제화,명사,꽃잎의 모양과 크기가 고르지 못한 꽃.
비정제화관,품사 없음,꽃잎의 모양과 크기가 고르지 못한 꽃부리. 완두꽃 따위가 있다.
비정조성용융,품사 없음,원래의 고상과는 다른 조성의 액상과 고상으로 변태하는 평형 용융 반응.
비정지연산보호,품사 없음,프로그램에서 발생된 무한한 간접 번지간접 번지 순환 또는 명령어 순환으로 기계가 무한히 순환하는 것을 막기 위한 방법.
비정지책,명사,아무 까닭 없이 책망함. 또는 그런 책망.
비정질,명사,원자l 이온l 분자 따위가 규칙적으로 배열되어 있지 않은 고체 물질. 액체 상태에서 고체로 굳을 때 그 어는점이 분명하지 않아서 결정을 이루지 못한 물질로l 보통의 결정성 물질과는 다른 특성이 있다. 유리l 고무l 수지 따위가 있으며 반도체l 자성체l 고강도 재료 따위로 쓴다.
비정질고체,품사 없음,원자l 이온l 분자 따위가 규칙적으로 배열되어 있지 않은 고체 물질. 액체 상태에서 고체로 굳을 때 그 어는점이 분명하지 않아서 결정을 이루지 못한 물질로l 보통의 결정성 물질과는 다른 특성이 있다. 유리l 고무l 수지 따위가 있으며 반도체l 자성체l 고강도 재료 따위로 쓴다.
비정질물질,품사 없음,원자 배열이 규칙적이지 않은 물질. 결정 구조를 가지지 않으며l 비정질 탄소l 고무 모양의 황l 유리l 플라스틱l 고무 등이 있다.
비정질반도체,품사 없음,원자가 규칙적으로 배열되어 있지 않은 반도체. 전자 복사용 감광 재료로 이용되는데l 특히 비결정성 규소는 단결정에 비하여 값싸게 제조할 수 있으므로 태양 전지 재료로 이용한다.
비정질성금속,품사 없음,비결정의 상태로 굳은 금속. 결정 금속의 결점은 사라진 반면 인장 강도l 내마모성l 자기 특성 등이 뛰어난 것이 많다. 변압기l 테이프 리코더l 브이티아르의 자기 머리 등 폭넓은 응용이 기대되고 있다.
비정질성반도체,품사 없음,원자가 규칙적으로 배열되어 있지 않은 반도체. 전자 복사용 감광 재료로 이용되는데l 특히 비결정성 규소는 단결정에 비하여 값싸게 제조할 수 있으므로 태양 전지 재료로 이용한다.
비정질성스위치,품사 없음,분자 따위가 규칙적으로 배열되어 있지 않은 반도체가 특정한 전압l 전류의 특성을 갖는 점을 이용하여 만든 스위치 소자.
비정질성실리콘,품사 없음,분자 따위가 규칙적으로 배열되어 있지 않은 실리콘. 제법이 다양하므로 태양 전지나 박막 트랜지스터 등 다방면의 용도로 개발되고 있다.
비정질실리콘,품사 없음,물질을 구성하는 원자의 배치가 불규칙하게 배열된 상태의 규소. 반도체의 재료로 제법에 따라 태양 전지나 박막 트랜지스터 따위에 사용할 수 있다.
비정질재료,품사 없음,결정질결정질 재료의 특성인 규칙도를 상실한 재료. 고무나 유리이다.
비정질태양전지,품사 없음,단결정 실리콘을 사용한 것에 비해 광전 변환광전 변환 효율은 떨어지나 값이 저렴하고 전원으로 유망한 태양 전지.
비정체,명사,결정체가 아닌 물체.
비정치단체,품사 없음,학술l 종교l 구호 단체와 같이 정치성을 띠지 않는 단체.
비정치사상,명사,중국 전국 시대의 장자 등이 주장한 정치사상. 백성이 정치와 지배를 벗어나 온전한 자유를 누림으로써 본성을 따르는 진실한 생활을 할 수 있도록 하는 것을 이상으로 한다.
비정치성,명사,정치적인 성질이 없음.
비정치인,명사,정치가가 아닌 사람.
비정치적인문학,품사 없음,직접적인 현실 참여나 특정 이데올로기에 봉사하는 것을 문학의 본질에 어긋나는 것으로 여기어 거부하는 문학. 소위 순수 문학l 모더니즘 문학l 포스트모더니즘 문학 따위가 그런 경우에 해당하지만 문학의 정치성을 어떻게 규정하느냐에 따라 관점이 달라질 수 있다.
비정치화,명사,정치와 관련되지 아니하게 됨. 또는 그렇게 함.
비정치화되다,동사,정치와 관련되지 아니하게 되다.
비정치화하다,동사,정치와 관련되지 아니하게 되다. 또는 그렇게 하다.
비정칙특이점,품사 없음,복소수에서 미분 불가능한 특이점.
비정파적,관·명,정파적이지 아니한. 또는 그런 것.
비정품,명사,정품이 아님.
비정하다,동사,어떤 미상(未詳)의 물체에 대하여 그와 유사한 다른 물체와 비교하여 그 성질을 정하다.
비정합,명사,부정합면의 위아래에 있는 지층의 층리가 평행한 부정합.
비정합게임,품사 없음,게임의 결과로 얻는 각 경기자의 보수의 합이 일정하지 않은 게임.
비정형,명사,일정한 형태나 형식이 정하여지지 아니한 것.
비정형건식이차전지,품사 없음,전류를 형성하여야 하는l 반응할 재료가 공급되지 못하여 건식 상태로 저장된 이차 전지.
비정형데이터,품사 없음,형태와 구조가 복잡하여 정형화되지 않은 데이터.
비정형멜라닌세포과다형성,품사 없음,핵의 비정형성을 보이는 멜라닌 세포의 증식. 주로 표피 안에 단일 세포가 산재하고 있는 상태를 말한다.
비정형모반,품사 없음,멜라닌 세포 모반 가운데 세포의 가쪽에 비정형 모반 세포가 나타나는 질환. 흔히 보는 후천성 모반보다는 좀 더 크고 몸통에 다발성으로 나타나며l 특히 가족력으로 오는 것은 악성 흑색종으로 이행될 가능성이 많다.
비정형문,명사,문법성을 온전하게 갖추지 못한 문장.
비정형문제,품사 없음,문제를 해결하는 알고리즘이 답을 얻는 방법을 모르는 상태에서 문제 해결 전략이나 독자적인 해결 방법을 구안하여 풀어야 하는 수학 문제.
비정형미코박테륨,품사 없음,결핵균과 나병균이 아닌 <FL>미코박테륨속</FL> 균을 이르는 말. 폐 질환l 림프절염l 피부와 연조직 질환l 파종성(播種性) 질환 따위를 일으킨다. ⇒규범 표기는 미확정이다.
비정형방심발작,품사 없음,비정상적으로 낮은 배경 뇌파에 불규칙하거나 낮은 극파 및 2.5헤르츠(Hz)보다 더 낮은 파동이나 갑작스러운 빠른 활동이 있는 뇌파도 양상과 관련된 소발작.
비정형설계,품사 없음,일반적인 수직ㆍ수평 부재로 표현하는 단순한 기하학적 형태가 아닌l 뒤틀리고 휘어진 복잡한 형태의 건축 설계. 파라메트릭 기술l 좌표계 따위를 통해서만 표현과 시공이 가능한 어려운 설계이다.
비정형섬유황색종,품사 없음,거품형의 대식 세포나 방추 세포l 거대 세포 따위로 구성된 양성 종양. 단독으로 존재하기도 하고l 궤양성을 띠기도 한다.
비정형성,명사,일정한 형식이나 틀을 띠지 않는 성질.
비정형소발작,품사 없음,비정상적으로 낮은 배경 뇌파에 불규칙하거나 낮은 극파 및 2.5헤르츠(Hz)보다 더 낮은 파동이나 갑작스러운 빠른 활동이 있는 뇌파도 양상과 관련된 소발작.
비정형식,명사,문법성을 온전하게 갖추지 못한 형식. 해당 언어의 적절한 문법적 체계나 구성에서 벗어난 형식을 모두 포함한다.
비정형작은발작,품사 없음,비정상적으로 낮은 배경 뇌파에 불규칙하거나 낮은 극파 및 2.5헤르츠(Hz)보다 더 낮은 파동이나 갑작스러운 빠른 활동이 있는 뇌파도 양상과 관련된 소발작.
비정형재생,품사 없음,재생에 대응하여 재생체가 잃어버린 부분과 질적이나 양적으로 서로 다른 상태로 형성되는 경우를 통틀어 이르는 말. 이에 대하여 양자가 질적이나 양적으로 거의 같은 상태인 경우는 정형 재생 또는 광의의 완전 재생이라 이른다.
비정형적,관·명,일정한 형식이나 틀을 갖추지 아니한. 또는 그런 것.
비정형적신체활동,품사 없음,일상생활에서 하는 걷기l 계단 오르기l 정원 가꾸기l 가사l 직업 활동l 육아 따위의 일반적인 활동.
비정형적지방종,품사 없음,전형적이지 않으며 정상형에 해당되지 않는l 성숙한 지방 세포로 구성된 지방 조직의 양성 종양.
비정형정렬,품사 없음,워드 프로세서 등에서 래그래그를 해결하지 않고 그대로 문서를 인쇄하는 방법.
비정형지방종,품사 없음,거대 세포를 포함한 양성 지방종. 주로 남성 고령자의 어깨l 등l 목뒤에 생긴다.
비정형파,명사,제이 차 세계 대전 후 프랑스를 중심으로 일어난 서정적 추상 회화의 한 경향. 정형화하고 아카데미즘화한 기하학적 추상에 대한 반동으로 생겨난 것으로l 격정적이며 주관적인 것이 특징이다.
비정형폐렴,품사 없음,경과l 증상l 병터가 정형적(定型的)이지 않은 폐렴. 38℃ 안팎의 열이 나고 기침이 잦으며l 결핵과 혼동하기 쉽다.
비정형항산균증,품사 없음,결핵균과 모양이 비슷하며 증상도 폐결핵과 비슷하나 다른 사람에게 전염되지 아니하는 병. 증상은 보통 가벼우나 폐에 구멍이 생기는 경우도 있다.
비정형화,명사,일정한 형식이나 틀을 갖추지 아니하게 됨. 또는 그렇게 함.
비정형화되다,동사,일정한 형식이나 틀을 갖추지 아니하게 되다.
비정형화하다,동사,일정한 형식이나 틀을 갖추지 아니하게 되다. 또는 그렇게 하다.
비제,명사,아주 높은 곳까지 닿을 수 있도록 만든 사다리.
비제기,명사,‘비지’의 방언
비제기국,명사,‘비짓국’의 방언
비제기떡,명사,‘비지떡’의 방언
비제깃국,명사,‘비짓국’의 방언
비제도권,명사,기존의 규범이나 사회 제도를 벗어나는 영역 또는 범위.
비제도적요인,품사 없음,정책 결정 과정에 영향을 주는 요인 가운데 제도와 관련이 없는 요인. 정책 결정권자의 성향이나 민간단체 등이 이에 해당된다.
비제도적참여,품사 없음,엔지오 등과 같은 집단 운동을 반영한 참여. 시민운동의 형식을 취하는 것으로l 예를 들어 주거 복지 연대 등이 이러한 참여를 하는 단체이다.
비제로복귀,품사 없음,지정된 통신 방식에 따라 데이터를 하나의 장치에서 다른 장치로 옮기는 데이터 전송에서 이진 디지털 데이터를 부호화하는 방법의 하나. 낮은(低) 상태와 높은(高) 상태를 각각 영과 일의 숫자로 표현하며 특정 교류 정전압에 의해 전송되는l 디지털 데이터 전송 형태를 말한다.
비제로복귀기록,품사 없음,어떤 지정된 상태로 자기 테이프나 자기 디스크와 같은 자기 기록 매체의 표면에 0를 표시하고l 또 다른 상태로 바뀌어 1을 표시하는 기록. 표현해야 할 값이 바뀔 때에만 상태가 바뀐다.
비제로복귀레벨,품사 없음,데이터에서l 논리 일은 고레벨로의 전압 변화를 이용하여 표현하고 논리 영은 저레벨로의 전압 변화를 이용하여 표현하는 디지털 데이터 부호화 형식.
비제로복귀마크,품사 없음,자기 테이프 또는 자기 디스크 등과 같은 자기 기록 매체에 디지털 방식으로 데이터를 기록하는 방식의 하나. 데이터 시(C)에 대해서는 자화 방향을 반전시키고l 일에 대해서는 이전의 자화 상태를 계속 유지하는 방식이다.
비제로복귀마크기록,품사 없음,이전 상태와 반전을 하면 데이터 비트 일을l 이전 상태를 유지하면 영을 나타내는 디지털 자기 기록 방식의 하나.
비제로복귀마크기록방식,품사 없음,이전 상태와 반전을 하면 데이터 비트 일을l 이전 상태를 유지하면 영을 나타내는 디지털 자기 기록 방식의 하나.
비제로복귀반전,품사 없음,자화의 상태가 영이나 일을 나타내며l 일이 전송된 때에만 자화 상태를 변경하는 기록 방법.
비제로복귀반전기록,품사 없음,이진 비트 일에 대해서는 자화 상태(magnetic state)의 반전으로 기록하고l 이진 비트 영에 대해서는 자화 상태의 유지로 데이터를 기록하는 방법.
비제로복귀반전부호,품사 없음,이진 신호를 전송 매체상에 전송하기 위해 실제 신호로 변환하는 방식. 비트 일을 전송할 때는 시스템 클락 시점에서 두 개 레벨의 신호가 반전되고 비트 영은 반전이 없다.
비제로복귀방식,품사 없음,음양의 두 가지 신호만을 사용하여 데이터를 전송하는 방식.
비제로복귀변화,품사 없음,데이터를 기록할 때 일 또는 영이 연속으로 동일하게 나올 때는 자화 상태가 바뀌지 않고l 일에서 영l 또는 영에서 일로 바뀌어 나올 때 자화 상태를 바꾸는 방식.
비제로복귀변화기록,품사 없음,이진 비트 영은 지정된 자화 상태(magnetic state)로 기록하고l 이진 비트 일은 다른 지정된 자화 상태로 나타내어 이진 비트가 바뀔 때만 자화 상태를 반전시켜 기록하는 방법.
비제로복귀변환기록,품사 없음,임의의 상태로 자화하여 영을 표현하고 다른 상태로 자화하여 일을 표현하는 비기준 복귀 기록.
비제로복귀부호,품사 없음,네트워크 통신 환경에서 사용되는 디지털 부호화 방법의 하나.
비제로복귀스페이스,품사 없음,데이터 시(C)에 대해서는 자화 방향을 반전하고 일에 대해서는 이전의 자화 상태를 계속 유지하는 방식.
비제로복귀영기록,품사 없음,이진 비트에서 일(1)에 대해서는 자화 상태를 유지하고 영(0)에 대해서는 자화 상태를 유지하지 않는 방식으로 데이터를 기록하는 방법.
비제로복귀영역,품사 없음,논릿값논릿값 영은 비트 주기의 시작부에 전이를 발생시켜 표현하고l 논릿값 일은 비트 주기의 시작부에 전이가 일어나지 않도록 함으로써 표현하는 디지털 데이터 부호화 형식.
비제로복귀일기록,품사 없음,이진 비트 일에 대해서는 자화 상태(magnetic state)의 반전으로 기록하고l 이진 비트 영에 대해서는 자화 상태의 유지로 데이터를 기록하는 방법.
비제로복귀코드,품사 없음,상태가 비트 주기 동안 상수인 디지털(01.01.01) 데이터(01.01.11)를 코딩하는 데 사용되는 코드. 이진수 일은 일 레벨에서 한 비트 시간으로 표현되고l 이진수 영은 영 레벨에서 한 비트 시간으로 표현하는 통신 코드이다. 이 코드로 디지털 데이터를 표현할 경우 제로 복귀 코드에 비해 두 배 정도의 저장 공간을 절약할 수 있다.
비제로복귀표지기록,품사 없음,이전 상태와 반전을 하면 데이터 비트 일을l 이전 상태를 유지하면 영을 나타내는 디지털 자기 기록 방식의 하나.
비제로회귀,품사 없음,정보의 값에 변화가 있을 때만 펄스를 변화시켜 이진 디지털 신호를 변조하는 방법.
비제로회귀역,품사 없음,자화의 상태가 영이나 일을 나타내며l 일이 전송된 때에만 자화 상태를 변경시키는 기록 방법.
비제 르브룅,품사 없음,프랑스의 화가(1755~1842). 본명은 <FL>엘리자베스 루이즈 비제 르브룅</FL>(Elizabeth Louise Vig?e Le Brun). 신고전주의 양식의 초상화로 유명하며l 왕실과 귀족의 초상을 다수 제작해 명성을 얻었다.
비제비,명사,국수 따위를 누를 때에 국수 분통에서 공이의 뒤로 반죽이 비어져 나오는 것.
비제약모의실험,품사 없음,벽시계 시간과 시간 진행 비율 사이에 명확한 관계가 없는 모의실험. 분석 모의실험 모델과 다수의 구성 전투 게임 모의실험에 적용된다.
비제어방식,품사 없음,데이터 전송에서 트래픽의 제어나 전송 오류 제어에 대해 특정의 제어 절차를 설정하지 않는 방식.
비제어스핀,품사 없음,조종간의 조작으로는 회복이 불가능한 스핀.
비제어슬립,품사 없음,디지털 신호에서의 연속 <FL>디지트 시간 슬롯</FL>의 구성. 또는 <FL>디지트 시간 슬롯</FL>의 비제어 손실과 이득. 디지털 신호의 전송 또는 <FL>스위칭</FL>과 관련하여 타이밍 과정의 수차 결과로 가능하며l 디지털 시간 슬롯의 비제어 손실과 이득은 수정할 수 없다.
비제어암,품사 없음,<FL>스위칭 소자</FL>가 비제어형 반도체 소자인 변환기의 암.
비제어형접속,품사 없음,모든 주암주암을 제어할 수 없도록 한 균일 접속.
비제어형컨버터암,품사 없음,단자에 인가된 전압에 의해서만 순방향 전도의 시작점이 결정되는 컨버터 암컨버터 암.
비제이,명사,인터넷 방송의 진행자.
비제이티,명사,전자와 정공 두 캐리어를 이용하여 증폭l <FL>스위칭</FL> 등의 작용을 하는 통상의 트랜지스터. 이미터l 컬렉터l 베이스로 구성된다.
비제조업,명사,제조업이 아닌 사업. 광업l 농업l 서비스업l 관광 산업 따위가 포함된다.
비제조원가,품사 없음,제품의 제조 활동과는 직접적인 관련 없이l 제품 판매 및 관리 활동과 관련하여 발생하는 원가.
비제차미분방정식,품사 없음,구하고자 하는 함수와 그 도함수들을 포함하지 않는 항이 0이 아닌 미분 방정식.
비제하다,동사,슬피 울다.
비제한디지털정보,품사 없음,정보 전달에서 비트 순서 독립성l 디지트 순서 완전성 및 비트 완전성이 보존되도록l 순서의 변경 없이 지정된 비트 속도로 전달되는 디지털 정보.
비제한적,관·명,일정한 한도를 정하지 않거나 한도를 넘어도 막지 않는. 또는 그런 것.
비젠도예미술관,품사 없음,일본 오카야마현 <FL>비젠시</FL>에 있는 도자기 관련 미술관. 1987년 개관하였으며 <FL>비젠</FL> 지역의 전통 도자기를 위주로 전시하고 있다. ⇒규범 표기는 미확정이다.
비젤수술,품사 없음,위에 창을 내는 수술. 위벽(胃壁)에 구멍을 뚫어 길이 약 5cm의 유리관을 고정하고l 복벽(腹壁)에도 구멍을 뚫어 유리관의 한쪽 끝이 외부로 나오게 한 후 위벽과 복막을 봉합한다. ⇒규범 표기는 미확정이다.
비젼,명사,내다보이는 장래의 상황. ⇒규범 표기는 ‘비전’이다.
비졉나다,동사,‘피병하다’의 옛말.
비조,명사,날아다니는 새.
비조가,명사,전라도 민요의 하나. 온갖 새의 모습이나 울음소리를 묘사한 내용으로l 통절 형식이나 대개는 두 장단이 한 가락을 이루며l 장단은 중중모리이다.
비조립형골재,품사 없음,팽창 혈암 같은 원석을 일정한 크기로 파쇄한 뒤 소성하여 만든 것으로l 무게가 가볍고 모양이 둥근 골재.
비조명,명사,광선으로 밝게 비추지 아니함.
비조봉,명사,인천광역시 옹진군 덕적면에 있는 봉우리. 적송림이 울창하며l 정상에는 암벽과 전망대가 있어 문갑도l 선갑도l 각흘도 따위의 경관을 조망할 수 있다. 높이는 292미터.
비조부혈,명사,천간(天干) 중 갑(甲)과 병(丙)이 같이 있는 사주. 날아가는 새가 둥지에 내려앉는다는 뜻이다.
비조불입,명사,날아다니는 새도 들어갈 수 없다는 뜻으로l 성(城)이나 진지 따위의 방비가 빈틈없이 완벽함을 이르는 말.
비조사,명사,<FL>‘아스카데라’</FL>를 우리 한자음으로 읽은 이름.
비조세적요인,품사 없음,기업이나 국가의 재정에 영향을 미치는 요인 가운데 조세 외적인 요인. 조직의 대내외적 이미지l 직원의 소속 단체에 대한 자부심 및 성취감 등과 같은 것들이 있다.
비조시대,품사 없음,일본 문화사에서l 6세기 후반에서 7세기 중엽까지의 시대. 백제와 중국의 제도와 문물이 수입되어 국내의 여러 가지 체제가 혁신되고 불교 미술이 발달하였다. ⇒규범 표기는 ‘아스카 시대’이다.
비조약출원,품사 없음,파리 협약에 의한 우선권을 주장하지 않고 행하는 출원.
비조응적정보,품사 없음,화자와 청자에게 친숙하지 않은 정보.
비조정대상지역,품사 없음,조정 대상 지역 이외의 지역.
비조제로적혈구,품사 없음,사람 혈액의 유핵 적혈구. ⇒규범 표기는 미확정이다.
비조종로케트,명사,조종 장치 없이 발사 장치로 목표를 향하여 날아가는 로켓. ⇒규범 표기는 ‘비조종 로켓’이다.
비조종스핀,품사 없음,조종간의 조작으로는 회복이 불가능한 스핀.
비조즉석,명사,아침이 아니면 곧 저녁이라는 뜻으로l 시기가 매우 임박함을 이르는 말.
비조직섬유,품사 없음,폴리에스테르 섬유 또는 유리 필라멘트의 섬유로 제작한 섬유.
비조직적,관·명,어떤 일이나 행동 따위에 체계나 질서가 없는. 또는 그런 것.
비조직적복잡성,품사 없음,개별 요소들의 발생 빈도나 확률만으로 과학적 예측이 가능한l 자연 과학의 본질적 복잡성.
비조직화,명사,유기적인 활동을 하던 사물이나 집단에 질서나 체계가 없어짐. 또는 그렇게 만듦.
비조직화되다,동사,유기적인 활동을 하던 사물이나 집단에 질서나 체계가 없어지다.
비조직화하다,동사,유기적인 활동을 하던 사물이나 집단에 질서나 체계가 없어지다. 또는 그렇게 만들다.
비조질강,명사,압연 후에 냉각 처리를 하여 불림이 필요하지 않게 된 고급 강철.
비조치의견서,품사 없음,금융 회사 등의 법적 불안정성을 제거하고 불이익을 예방하기 위한 제도. 금융 회사 등이 신규 영업이나 신상품 개발 등의 특정한 행위를 시행하기 이전에 그 행위가 금융 감독 법규에 위반되는지에 대하여 사전 심사를 청구하면 금융 감독 당국이 이를 심사하여 그 결과를 회신하여 준다.
비조하다,동사,남을 위하여 애를 쓰다.
비조합원,명사,조합에 가입하지 않은 사람.
비조화,명사,조화 진동에서 벗어나는 경우를 이르는 말. 진폭이 커져서 선형 근사를 적용할 수 없다.
비조화비,명사,일직선 위에 네 개의 점 Al Bl Cl D가 있을 때l AC:CB와 AD:DB의 비.
비조화성,명사,어떤 현상을 단순 조화 진동으로 설명할 수 없는 경우를 이르는 말.
비조화주기파동,품사 없음,공간상 일정한 주기를 가지나 사인의 형태를 가지지 않는 파동.
비조화진동,품사 없음,조화 진동에서 벗어난 양상을 보이는 진동 현상. 계에 작용하는 힘이 변위에 비례하지 않을 때 나타난다.
비조화진동자,품사 없음,비조화 진동을 하는 진동자. 계에 작용하는 외부의 영향이 매우 커져서 더는 선형 근사를 할 수 없는 경우에 적용할 수 있는 모형이다.
비족,명사,자기 겨레붙이를 낮추어 이르는 말.
비존재,명사,유(有)가 아닌 것. 또는 유에 대립하는 것.
비졸업생,명사,규정에 따라 소정의 교과 과정을 마치지 아니한 학생.
비좁다,형용사,자리가 몹시 좁다.
비종,명사,발꿈치를 잇대어 나란히 한다는 뜻으로l 계속하여 나옴을 이르는 말.
비종결어미,품사 없음,문장을 접속하거나 전성의 기능을 하는 어미. ‘연결 어미’와 ‘전성 어미’를 통틀어 이르는 말이다.
비종교계,명사,종교에 관련된 일에 종사하지 않는 사람들의 활동 분야.
비종교법인화,품사 없음,종교 관련 단체가 아닌 단체나 재산이 법률상의 권리와 의무의 주체로 되는 일.
비종교인,명사,종교를 가지지 않은 사람.
비종교적,관·명,종교에 딸리지 않거나 종교와 관련되지 않는. 또는 그런 것.
비종교화,명사,종교적인 성향이 없어짐. 또는 그런 성향을 없앰.
비종단기호,품사 없음,언어의 문법을 정의하는 언어 형식에서 실제 언어 자체를 표현하는 것이 아니라l 어떤 하나의 언어에 대한 의미 또는 몇 개의 언어가 모여서 구성되는 하나의 의미를 표현하기 위하여 사용되는 기호.
비종대,명사,비장의 크기가 정상보다 커진 상태. 문맥 고혈압l 감염l 자가 면역 질환l 림프종 따위의 조혈계 이상이 원인이다.
