어휘,품사,뜻풀이
비종절연,품사 없음,최고 허용 온도 130도에 충분히 견딜 수 있는 재료로 구성된 절연재. 운모l 석면l 유리 섬유 따위를 접착 재료와 함께 사용한다.
비종특이화항체,품사 없음,종의 특징을 제거한 항체.
비종하다,동사,계속하여 나오다. 발꿈치를 잇대어 나란히 한다는 뜻에서 나온 말이다.
비좌,명사,비신(碑身)을 세우는 대좌(臺座). 또는 비신을 꽂아 세우기 위하여 홈을 판 자리.
비좌고,명사,사람의 몸의 형태를 나타내는 지수. 앉은키를 신장으로 나눈 값에 100을 곱하여 나타낸다.
비좌석제,명사,앉을 자리를 미리 정하지 않는 제도.
비주,명사,다른 속셈이 있어 참되지 못한 일로 한패를 이루는 것.
비주거기반통행,품사 없음,통행의 시작이 통행자의 주거지에서 시작되지 아니하는 통행. 일반적으로 업무 통행과 퇴근 및 통학 통행을 이른다.
비주거 세대,품사 없음,실제로 머물러 살고 있지 않은 세대.
비주거용,명사,주거의 용도가 아님. 또는 그런 것.
비주거용부동산,품사 없음,사람이 머물러 사는 부동산이 아니고 상업용l 공업용l 농업용으로 쓰이는 부동산.
비주기,명사,주기성이 없는 진동 또는 떨림. 예를 들면l 측정 가능한 공진 주파수를 갖지 않는 전기 회로가 있다.
비주기낭,명사,‘비쭈기나무’의 방언
비주기살별,품사 없음,주기가 일정하지 아니한 혜성. 포물선이나 쌍곡선의 궤도를 그리며 운행한다.
비주기성,명사,일정한 간격을 두고 되풀이하여 진행되거나 나타나는 성질이 아님.
비주기성분,품사 없음,회전기의 전기자 권선전기자 권선에 돌발 단락단락이 생겼을 때 전기자 권선에 흐르는 비주기 성분 전류. 전체의 전류에서 기본 주파수 전류 및 모든 고주파 전류를 뺀 잔류 성분이다.
비주기신호,품사 없음,홀로 있는 임펄스와 같이 되풀이되지 아니하는 신호.
비주기적,관·명,어떤 함수나 그래프가 주기적으로 되풀이되지 않는. 또는 그런 것.
비주기적펄스열,품사 없음,일정한 주기를 가지지 않는 펄스열.
비주기특이성약물,품사 없음,세포의 분열 주기와 관계없이 효과를 나타내는 약물.
비주기파,명사,주기가 없는 파형. 파형 내부에 반복되는 부분이 없다.
비주기혜성,품사 없음,주기가 일정하지 아니한 혜성. 포물선이나 쌍곡선의 궤도를 그리며 운행한다.
비주기흐름,명사,일정한 시간 내에 불규칙적으로 변하는 바닷물의 흐름.
비주떡,명사,‘비지떡’의 방언
비주력,명사,중심이 되지 못하는 힘이나 세력.
비주력사업,품사 없음,기업의 전체 매출에서 차지하는 비중이나 중요도가 낮은 사업.
비주룩,부사,‘비죽’의 본말.
비주룩비주룩,부사,‘비죽비죽’의 본말.
비주룩비주룩하다,형용사,‘비죽비죽하다’의 본말.
비주룩이,부사,‘비죽이’의 본말.
비주룩하다,형용사,‘비죽하다’의 본말.
비주류,명사,사상이나 학술 따위의 중심에서 벗어난 갈래.
비주류권,명사,사상이나 학술 따위의 주된 경향이나 갈래에서 벗어나 있는 것.
비주류만화,품사 없음,한 시대 만화의 주된 흐름에 반하는 만화. 주류 만화에서 표현하기 힘든 내용을 많이 다루며l 상업적 논리를 배제하고 작가만의 독창적 형식과 내용을 드러내는 실험적 만화가 대부분이다.
비주류신문,품사 없음,정치ㆍ사회적으로 대중적 영향력은 떨어지지만 주류 신문이 취급하지 않는 사상이나 가치l 의견을 담는 신문.
비주류적,관·명,사상이나 학술 따위의 중심에서 벗어난. 또는 그런 것.
비주류 팀,품사 없음,비주류에 속한 사람들로 구성된 팀.
비주류화,명사,조직이나 단체 따위의 내부에서 소수파가 됨. 또는 그렇게 만듦.
비주류화되다,동사,사상이나 학술 따위의 중심에서 벗어난 갈래가 되다.
비주름하다,형용사,웃는 듯한 기운이 약간 있다.
비주부,명사,고려 시대에l 비빈(妃嬪)과 공주에 관련된 일을 맡아보던 관아.
비주식,명사,주식이 아님.
비주식옵션,품사 없음,옵션을 행사하는 기초 자산이 주식 이외의 것인 옵션. 상품 옵션l 주가 지수 옵션l 통화 옵션 따위가 있다.
비주식형,명사,자금을 주식이 아닌l 대상이나 부문에 투자하는 유형.
비주얼,명사,댄스 스포츠에서l 여자가 남자의 동작을 거울을 보는 것처럼 따라 하는 동작. 예를 들어l 남자가 왼발을 오른발 뒤로 하면 여자는 오른발을 왼발 뒤로 한다.
비주얼 가수,품사 없음,가창력보다 외모나 춤이 돋보이는 가수.
비주얼극,명사,시각 예술과 공연 예술을 접목한 무언극의 하나.
비주얼 깡패,품사 없음,외모가 매우 뛰어난 사람을 비유적으로 이르는 말.
비주얼 끝판왕,품사 없음,외모가 매우 뛰어난 사람을 비유적으로 이르는 말.
비주얼 담당,품사 없음,주로 가수나 연기자들 사이에서 뛰어난 외모로 팬의 인기 관리를 맡는 일. 또는 그런 사람.
비주얼디스플레이,품사 없음,화면 또는 프린터 등과 같은 출력 장치에서 사람이 눈으로 확인할 수 있는 형태로 정보를 출력하는 작업.
비주얼디자인,품사 없음,도형이나 화상l 또는 디스플레이 등 시각적 표현에 의해 실용적 정보를 전달하는 디자인.
비주얼라디오,품사 없음,음성을 청취할 수 있을뿐더러 영상도 서비스해 주는 디지털화된 라디오.
비주얼랭귀지,명사,커뮤니케이션의 수단으로 쓰는 문자 이외의 시각적인 표현. 점l 선l 면l 색채 따위가 지닌 조형적 요소를 의사소통을 위한 언어로 구성한 것이다.
비주얼리서치,품사 없음,시각적 이미지에 대해 분석하고 조사하는 일.
비주얼머천다이징디스플레이,품사 없음,광고을 목적으로 시각적으로 두드러지게 기획l 설계하여 상품을 매장에 진열하는 일. 일정한 주제나 공감할 수 있는 이야기를 통해 소비자의 흥미를 유발하고 상품의 장점을 살려 판매로 이어지도록 체계적으로 계획하여 진열한다.
비주얼머천다이징디스플레이어,품사 없음,상품 판매를 촉진하기 위해 매장을 매력적으로 꾸미는 일. 고객의 발길을 설계하는 동선 디자인l 고객의 시선을 이끄는 매장 안팎의 조명 디자인l 세일과 이벤트를 알려 주는 게시물 디자인 따위의 고객의 눈길을 사로잡아 상품을 판매하고자 하는 마케팅 전략의 하나이다.
비주얼 멤버,품사 없음,주로 <FL>아이돌</FL> 그룹 내에서 가창력보다 외모가 더 돋보이는 멤버를 이르는 말.
비주얼버스터,명사,강렬한 인상의 등장인물l 배경l 특수 효과 등 시각적 요소에 중점을 둔 영화나 드라마.
비주얼베이식스크립트판,품사 없음,동적인 월드 와이드 웹 누리집을 작성하기 위해 사용되는 비주얼 베이식의 축소판.
비주얼서치,품사 없음,운동 수행 환경에서l 적절한 단서에 시각적 주의를 기울이는 과정. 농구에서 패스할 동료 선수를 찾아내는 일이 여기에 해당한다.
비주얼 센터,품사 없음,주로 <FL>아이돌</FL> 그룹 내에서 외모가 가장 뛰어난 멤버를 이르는 말.
비주얼쇼크,품사 없음,사람이나 기계 따위의 화려하고 아름다운 모습 등을 보고l 충격을 받거나 놀라는 현상.
비주얼스터디스워크숍,품사 없음,미국 뉴욕 로체스터 지역에 위치하고 있는 예술 센터. 1969년 사진가이자 큐레이터인 <FL>라이언스</FL>(Lyonsl N.)가 설립한 비영리 예술 진흥 단체이다. ⇒규범 표기는 미확정이다.
비주얼스튜디오닷넷,품사 없음,확장성 생성 언어 기반의 웹 서비스를 위한 응용 프로그램 작성용 도구.
비주얼식바톤교환,품사 없음,계주에서l 새로 출발하는 주자가 선행 주자로부터 바톤을 전달 받을 때 뒤를 돌아보지 않고 받는 기술. ⇒규범 표기는 ‘비주얼식 배턴 교환’이다.
비주얼요약구성요소서술자,품사 없음,비디오 정보의 요약을 구성하는 서술자. 비디오 정보에서 하위 비디오의 시간적 정보와 키 프레임 정보 등을 서술한다.
비주얼이펙츠,품사 없음,실사로 만들 수 없는 영상을 합성이나 컴퓨터 프로그램으로 만들어 내는 시각 특수 효과. ⇒규범 표기는 미확정이다.
비주얼인터데브,품사 없음,에이에스피 기술을 이용한 웹 애플리케이션 개발 도구. <FL>마이크로소프트</FL> 비주얼 스튜디오 97의 일부분이다. ⇒규범 표기는 미확정이다.
비주얼 자키,품사 없음,영상을 통해 클럽의 분위기를 띄우는 사람. 손수 작업한 동영상을 바탕으로 영상 믹스를 보여 준다는 점에서 단순히 뮤직비디오를 소개하는 일반 비디오자키와는 다르다.
비주얼적,관·명,영상과 이미지를 두드러지게 드러나게 하는. 또는 그런 것.
비주얼즈,명사,외모가 매우 뛰어난 <FL>아이돌</FL> 그룹의 멤버들을 아울러 이르는 말. ⇒규범 표기는 미확정이다.
비주얼 천재,품사 없음,외모가 매우 뛰어난 사람을 비유적으로 이르는 말.
비주얼커뮤니케이션,명사,문자에 의하지 아니하고 텔레비전l 사진l 그래픽 디자인 따위의 시각적 수단으로 정보를 전달하는 일. 또는 이를 위한 표현.
비주얼컬처,품사 없음,정보ㆍ의미ㆍ즐거움이 내재된 영상물의 문화적 총체. 회화ㆍ조각ㆍ공연과 같은 전통적인 예술 매체부터 사진ㆍ광고ㆍ패션ㆍ인터넷 등 비주얼 이미지와 관계된 모든 내용을 포함한다.
비주얼컴퓨팅,품사 없음,계산을 행하는 경우 그래픽을 가운데 두고 컴퓨터를 조작하는 일. 과학 기술 계산 등을 행하는 경우 조작이 복잡하고 대화도 결여되어 있던 기존의 일반적인 계산 작업과는 달리 디스플레이면에 표시된 모델에 대하여 매개 변수 따위를 대화적으로 주고 계산을 수행하게 하는 것이 그 예이다.
비주얼표시,품사 없음,화면 또는 프린터 등과 같은 출력 장치에서 사람이 눈으로 확인할 수 있는 형태로 정보를 출력하는 작업.
비주얼프레젠테이션,품사 없음,매장에서 시각적 효과에 중점을 두어 제품을 진열해 놓는 일. 또는 그 방식. 상품의 가치를 눈으로 보고 먼저 느낄 수 있게 상품을 구성하여 제시한다.
비주얼프로그래밍도구,품사 없음,프로그램의 처리 절차를 부품화한 다음 그것을 화면상에서 조합하여 프로그램을 개발하는 방법. 또는 그것들을 모은 것. 부품이 가지고 있는 기능이나 프로그램의 흐름을 직관적으로 이해하기 쉽게 해서 생산성과 유지 보수성을 높일 수 있으며 데이터베이스 접속이나 논리 연산 등의 처리 절차까지 기술할 수 있다. 다만l 프로그램 언어를 사용하면 간단히 기술할 수 있는 처리도 부품 관계에 부수된 것까지 기술하게 되어 복잡해지는 경우가 있다.
비주얼프로그래밍툴,품사 없음,프로그램의 처리 절차를 부품화한 다음 그것을 화면상에서 조합하여 프로그램을 개발하는 방법 혹은 그것들을 모은 것. 부품이 가지고 있는 기능이나 프로그램의 흐름을 직관적으로 이해하기 쉽게 해서 생산성과 유지 보수성을 높일 수 있으며 데이터베이스 접속이나 논리 연산 등의 처리 절차까지 기술할 수 있다. 다만l 프로그램 언어를 사용하면 간단히 기술할 수 있는 처리도 부품 관계에 부수된 것까지 기술하게 되어 복잡해지는 경우가 있다.
