어휘,품사,뜻풀이
히프정렬법,품사 없음,주어진 데이터들을 이진트리로 구성하여 정렬하는 방법. 즉 주어진 데이터들을 완전 이진트리로 구성한 다음l 그 루트 노드를 꺼내면 그것이 데이터 중 가장 큰 값을 가지는 것이 된다. ⇒규범 표기는 미확정이다.
히프지붕,품사 없음,사각뿔이나 육각뿔처럼 용마루가 없이 하나의 꼭짓점에서 만나는 지붕.
히프컷,품사 없음,엉덩이 부분이 많이 파이게 재단한 디자인. 주로 수영복에서 볼 수 있다. ⇒규범 표기는 미확정이다.
히프파일,품사 없음,<FL>히프 영역</FL>을 사용하는 파일. 파스칼 파일에서 주로 실현된다. ⇒규범 표기는 미확정이다.
히프포인트,품사 없음,시트와 엉덩이가 닿는 부분. 운전실이나 조종실의 실내 치수 및 시트 치수를 결정하기 위한 기준이 된다.
히피,명사,기성의 가치관ㆍ제도ㆍ사회적 관습을 부정하고l 인간성의 회복ㆍ자연과의 직접적인 교감 따위를 주장하며 자유로운 생활 양식을 추구하는 젊은이들. 1960년대 후반부터 미국을 중심으로 생겨나 전 세계로 퍼졌다.
히피무정부주의,품사 없음,히피들이 일체의 정치 권력이나 공공적 강제의 필요성을 부정하고 개인의 자유를 최상의 가치로 내세우는 사상.
히피문화,품사 없음,폭력과 억압에 반발하면서 비폭력적인 자세와 자연에의 사랑을 드러내는 히피족의 문화.
히피 스타일,품사 없음,히피족의 문화가 드러나는 스타일. 주로 자연색에 가까운 화려하고 밝은 색이나 무늬의 옷차림이나 맨발에 샌들을 신은 활동적인 복장과 자유로운 생활 양식으로 대표된다.
히피아스의곡선,품사 없음,<FL>히피아스</FL>(Hippias)가 발견한l 임의의 각을 삼등분하는 데 이용되는 곡선. ⇒규범 표기는 미확정이다.
히피족,명사,기성의 가치관ㆍ제도ㆍ사회적 관습을 부정하고l 인간성의 회복ㆍ자연과의 직접적인 교감 따위를 주장하며 자유로운 생활 양식을 추구하는 젊은이들. 1960년대 후반부터 미국을 중심으로 생겨나 전 세계로 퍼졌다.
히피포스터,품사 없음,1960년대부터 1970년대까지 미국의 히피 문화가 유럽으로 전파되면서 짧은 기간 유행한 공연 포스터의 하나. 판독성이 떨어지는 레터링l 아르 누보와 상징주의의 영향을 받은 기괴하고 자극적인 장식이 특징이다.
히필,부사,‘하필’의 방언
히혼,명사,에스파냐 북부l 비스케이만에 면하여 있는 도시. 식품 가공l 도자기l 유리 따위의 공업이 발달하였다.
히후,명사,일본 여성의 외출용 전통 의상. 기모노 위에 덧입는 외투이다.
히히,부사,마음에 흐뭇하여 멋없이 싱겁게 자꾸 웃는 소리. 또는 그 모양.
히히거리다,동사,마음에 흐뭇하여 멋없이 싱겁게 자꾸 웃다.
히히닥거리다,동사,실없이 웃으면서 조금 작은 소리로 계속 이야기하다. ⇒규범 표기는 ‘시시닥거리다’이다.
히히닥대다,동사,실없이 웃으며 잇따라 마구 재깔이다.
히히닥히히닥,부사,잇따라 실없이 웃으며 마구 재깔이는 모양.
히히닥히히닥하다,동사,잇따라 실없이 웃으며 마구 재깔이다.
히히대다,동사,마음에 흐뭇하여 멋없이 싱겁게 자꾸 웃다.
히히덕거리다,동사,실없이 웃으면서 조금 큰 소리로 계속 이야기하다. ⇒규범 표기는 ‘시시덕거리다’이다.
히히덕대다,동사,실없이 웃으며 잇따라 마구 지껄이다.
히히덕히히덕,부사,잇따라 실없이 웃으며 마구 지껄이는 모양.
히히덕히히덕하다,동사,잇따라 실없이 웃으며 마구 지껄이다.
히히하다,동사,마음에 흐뭇하여 자꾸 멋없이 싱겁게 웃다.
히힝,부사,말이 우는 소리.
힉,부사,‘히익’의 준말.
힉교,명사,‘학교’의 방언
힉구,명사,‘학교’의 방언
힉소스,명사,기원전 1785년 무렵부터 기원전 1580년 무렵까지 이집트를 지배하던l 동방에서 온 유목 민족.
힉스,명사,존 리처드 힉스l 영국의 경제학자(1904~1989). 발라ㆍ파레토의 일반 균형 이론을 발전시켰으며l 후생 경제학ㆍ국민 소득 이론ㆍ경기 순환론ㆍ국제 경제학ㆍ자본 이론 따위에 관하여 연구하였다. 1972년에 노벨 경제학상을 받았다.
힉스ㆍ마셜법칙,품사 없음,노동 수요의 임금 탄력성이 높아지는 경우에 대한 일반적인 법칙. 생산물에 대한 수요 탄력성이 높거나l 다른 생산 요소가 노동을 쉽게 대체하거나l 다른 생산 요소의 공급이 탄력적이거나l 전체 생산비에서 노동 비용이 차지하는 비중이 높을 때l 노동 수요의 임금 탄력성은 높아진다.
힉스ㆍ마셜파생수요법칙,품사 없음,노동 수요의 임금 탄력성이 높아지는 경우에 대한 일반적인 법칙. 생산물에 대한 수요 탄력성이 높거나l 다른 생산 요소가 노동을 쉽게 대체하거나l 다른 생산 요소의 공급이 탄력적이거나l 전체 생산비에서 노동 비용이 차지하는 비중이 높을 때l 노동 수요의 임금 탄력성은 높아진다.
힉스메커니즘,품사 없음,양자 장론에서 입자들이 질량을 얻게 되는 과정. 기본적으로 입자들은 질량을 가질 수 없으나l 힉스 입자와의 상호 작용을 통해 온도가 내려가면서 자발적 대칭성 깨짐이 일어나 입자들이 실제 질량을 얻게 된다고 설명한다. 영국의 물리학자 힉스(Higgsl P.)가 제창하였다.
힉스수요,품사 없음,가격 변화에 따른 실질 소득의 변화가 수요량에 미치는 소득 효과를 제거하고 측정한 수요량과 가격의 관계를 나타낸 수요. 주어진 가격하에서 일정한 효용을 얻기 위한 지출 극소화 문제의 해로 구한다.
힉스알갱이,품사 없음,입자 물리학의 표준 모형에서 입자의 질량을 설명하기 위해 도입된 입자. 이 입자와 다른 입자의 상호 작용 중에 자발적 대칭성 깨짐이 일어나 입자의 질량이 나타난다고 설명한다. 영국의 물리학자 힉스(Higgsl P.)가 제안하였다.
힉스의협상모형,품사 없음,노동조합과 사용자 사이에 발생하는 파업과 협상 과정을 설명하는 모형. 파업 기간에 따라 노사 양측의 요구 임금과 제의 임금의 수준이 달라지는데l 노사는 시간이 지남에 따라 요구 임금을 낮추고l 제의 임금을 높임으로써 합의에 도달하며 파업 기간도 결정된다. 노사 양측이 파업을 하고 일정한 기간이 지난 후에 일정한 수준의 임금에 합의하는 것이 바람직하다는 것을 안다면l 사전에 파업을 하지 않고 해당 임금 수준에서 교섭함으로써 파업에 따르는 비용을 회피할 수 있다.
힉스입자,품사 없음,입자 물리학의 표준 모형에서 입자의 질량을 설명하기 위해 도입된 입자. 이 입자와 다른 입자의 상호 작용 중에 자발적 대칭성 깨짐이 일어나 입자의 질량이 나타난다고 설명한다. 영국의 물리학자 힉스(Higgsl P.)가 제안하였다.
힉스중립적기술진보,품사 없음,영국의 경제학자 힉스가 정의한 기술 진보의 한 유형. 주어진 노동ㆍ자본 비율에 대하여 노동의 한계 생산과 자본의 한계 생산의 비율이 변하지 않고 생산 기술의 특징이 유지되는 기술 진보.
힌공자,명사,‘흰자위’의 방언
힌놈의골짜기,품사 없음,구약 시대의 예루살렘 서남쪽으로 4~5리 떨어진 곳의 골짜기. 어린아이들을 불살라 우상에게 제사하였으며 쓰레기를 불사르는 곳이었다.
힌데미트,명사,파울 힌데미트l 독일의 작곡가(1895~1963). 나치스를 피하여 미국으로 가서 교육과 작곡 활동에 전념하였다. 작품에 <화가 마티스>l <마리아의 생애> 따위가 있다.
힌데이,명사,‘흰둥이’의 방언
힌데후,명사,하나의 피치만을 내는 리드 휘슬의 소리와 노래로 불리는 음들이 번갈아 가면서 하나의 멜로디 라인을 만들어 내는 테크닉. ⇒규범 표기는 미확정이다.
힌덴부르크,명사,파울 폰 힌덴부르크l 독일의 군인ㆍ정치가(1847~1934). 제일 차 세계 대전 때에 타넨베르크의 전투에서 러시아군을 크게 물리치고 국민적 영웅이 되었다. 1925년에 독일 공화국의 제2대 대통령에 당선되고l 1932년에 재선되었으나 1933년에 나치스의 압력에 굴복하여 정권을 넘겨줌으로써 바이마르 공화국의 종말을 재촉하였다.
힌덴부르크오멘,품사 없음,여러 기술적 지표들을 분석하여 증시가 큰 폭으로 떨어질 조짐을 예측하는 기법. 1995년에 <FL>미에카</FL>(Miekkal J.)가 정립한 이론이다. ⇒규범 표기는 미확정이다.
힌동,명사,‘외동’의 방언
힌두교,명사,인도의 토착 신앙과 브라만교가 융합한 종교 체계. 구원에 이르는 세 가지 길로 공덕l 지혜l 봉헌을 들고 있으며 사회 제도와의 연계가 특징이다.
힌두교계,명사,힌두교와 관련된 일에 종사하는 사람들의 활동 분야.
힌두교권,명사,힌두교의 영향이 미치는 범위.
힌두교도,명사,힌두교를 믿는 사람.
힌두교삼신,품사 없음,힌두교의 세 주신(主神). 우주 창조신 브라흐마l 우주 유지신 비슈누l 우주 파괴신 시바를 이른다.
힌두교식,명사,힌두교에서 행하거나 따르는 방식.
힌두교적,관·명,힌두교와 관련되는. 또는 그런 것.
힌두문화,품사 없음,기원전 1500년 무렵에 인도의 힌두교를 배경으로 일어난 문화. 대부분이 인도 사람의 생활을 규정한 것으로l 카스트 제도를 바탕으로 한 엄격한 신분 관념이 있다.
힌두미술,품사 없음,<FL>마투라 미술</FL>을 바탕으로 한 전통 인도 미술의 하나. 카주라호의 <FL>칸다리야 마하데바</FL>(Khandariya Mah?deva) 사원이 대표적이다.
힌두사원,품사 없음,굽타 왕조 시대 이후 인도의 각 지방에서 비약적으로 발전한 힌두교의 신들을 섬기는 사원.
힌두스타니어,명사,인도ㆍ유럽 어족의 인도 어파에 속한 언어. 힌디어와 우르두어의 두 가지 특징을 아울러 지니고 있으며l 북부 인도인의 일반적인 회화어로 쓴다.
힌두스탄평원,품사 없음,인도 북부l 히말라야와 데칸고원에 둘러싸인 평원. 갠지스ㆍ인더스ㆍ브라마푸트라의 3대 강에 의하여 광대한 충적 평야를 이루고 있다.
힌두신화,품사 없음,인도 문화와 사상 체계의 중심을 차지하고 있는 힌두 사상을 바탕으로 한 신화. 일원론적 다신 신앙의 형태를 띠는 것과 순환적 시간관을 가지고 있는 것이 특징이다. 또한 자연과 사회의 조화와 질서 체계를 의미하는 다르마를 강조한다. 주요 신으로는 브라흐마l 비슈누l 시바 등이 있다.
힌두족,명사,아리아인에 속하는 인도인의 한 종족.
힌두쿠시산맥,명사,중앙아시아 파미르고원의 남쪽에서 아프가니스탄을 지나 이란으로 뻗은 산맥. 예로부터 서아시아에서 인도에 이르는 중요한 길이었다. 길이는 1l600km. 최고봉 티리치미르의 높이는 7l699미터이다.
힌뒈이,명사,‘흰둥이’의 방언
힌디,명사,‘흰둥이’의 방언
힌디어,명사,인도ㆍ유럽 어족의 인도ㆍ이란 어파에 속한 언어. 힌두스타니어에서 분리하여 독립적으로 쓰이며l 인도 헌법에 규정된 공용어 가운데 하나이다.
힌딩기,명사,‘왕겨’의 방언
힌떡,명사,‘가래떡’의 방언
힌떡가래,명사,‘가래떡’의 방언
힌모리,명사,‘백설기’의 방언
힌무리,명사,‘흰무리’의 방언
힌버짐,명사,‘버짐’의 방언
힌셜우드,명사,시릴 노먼 힌셜우드 경l 영국의 화학자(1897~1967). 반응 속도론을 실험적으로 연구하여 수소와 산소의 폭발 반응을 연쇄 반응의 입장에서 해명하였다. 이 밖에 생체(生體) 반응의 기구(機構)에 관하여도 연구하였으며l 1956년에 노벨 화학상을 받았다.
힌알,명사,‘흰자위’의 방언
힌왁새,명사,‘해오라기’의 방언
힌작,명사,‘흔적’의 방언
힌저울,명사,‘흰자위’의 방언
힌적,명사,‘흔적’의 방언
힌젓,명사,‘흰자위’의 방언
힌조기,명사,‘보구치’의 방언
힌조시,명사,‘흰자위’의 방언
힌지,명사,여닫이문을 달 때 한쪽은 문틀에l 다른 한쪽은 문짝에 고정하여 문짝이나 창문을 다는 데 쓰는 철물.
힌지받침,품사 없음,구조물을 설치하는 지반과 각종 보 따위를 지지하는 지점에서 회전이 자유롭게 만든 받침.
힌지지점,품사 없음,지지면을 따라 이동할 수 없고 지지 중심부를 중심으로 회전할 수 있게 한 지점.
힌창,명사,‘흰자위’의 방언
힌채이,명사,‘흰자위’의 방언
힌청,명사,‘흰자위’의 방언
힌췽이,명사,‘잠꾸러기’의 방언
힌터,명사,매체 데이터만을 포함하는 파일에서 작동하는 도구. 하나 또는 그 이상의 <FL>힌트 트랙</FL>을 파일에 추가하여 <FL>스트리밍</FL>을 가능하게 한다. ⇒규범 표기는 미확정이다.
힌트,명사,어떠한 일을 해결하는 데 실마리가 되는 것.
힌트트랙,품사 없음,미디어 데이터를 포함하는 대신에 하나 또는 그 이상의 트랙을 하나의 <FL>스트리밍</FL> 채널로 묶기 위한 지침을 포함하는 특별한 트랙. ⇒규범 표기는 미확정이다.
